"PathwayID","gene_expl","gene"
"Pathway 191","dummy_gene_10952","dummy_gene_17994"
"Pathway 191","dummy_gene_10952","dummy_gene_9071"
"Pathway 191","dummy_gene_10952","dummy_gene_14216"
"Pathway 191","dummy_gene_10952","dummy_gene_16717"
"Pathway 191","dummy_gene_10952","dummy_gene_17736"
"Pathway 191","dummy_gene_10952","dummy_gene_12409"
"Pathway 191","dummy_gene_10952","dummy_gene_11417"
"Pathway 191","dummy_gene_10952","dummy_gene_2797"
"Pathway 191","dummy_gene_10952","dummy_gene_17781"
"Pathway 191","dummy_gene_10952","dummy_gene_11044"
"Pathway 191","dummy_gene_10952","dummy_gene_18704"
"Pathway 191","dummy_gene_10952","dummy_gene_12790"
"Pathway 191","dummy_gene_10952","dummy_gene_9635"
"Pathway 191","dummy_gene_10952","dummy_gene_19641"
"Pathway 191","dummy_gene_10952","dummy_gene_466"
"Pathway 191","dummy_gene_10952","dummy_gene_5873"
"Pathway 191","dummy_gene_10952","dummy_gene_7918"
"Pathway 191","dummy_gene_10952","dummy_gene_2382"
"Pathway 191","dummy_gene_10952","dummy_gene_17240"
"Pathway 191","dummy_gene_10952","dummy_gene_3339"
"Pathway 191","dummy_gene_10952","dummy_gene_8067"
"Pathway 191","dummy_gene_10952","dummy_gene_13484"
"Pathway 191","dummy_gene_10952","dummy_gene_1928"
"Pathway 191","dummy_gene_10952","dummy_gene_13699"
"Pathway 191","dummy_gene_10952","dummy_gene_19617"
"Pathway 191","dummy_gene_10952","dummy_gene_5543"
"Pathway 191","dummy_gene_10952","dummy_gene_7746"
"Pathway 191","dummy_gene_10952","dummy_gene_12011"
"Pathway 191","dummy_gene_10952","dummy_gene_13291"
"Pathway 191","dummy_gene_10952","dummy_gene_7197"
"Pathway 191","dummy_gene_10952","dummy_gene_2835"
"Pathway 191","dummy_gene_10952","dummy_gene_3997"
"Pathway 191","dummy_gene_10952","dummy_gene_1653"
"Pathway 191","dummy_gene_10952","dummy_gene_5376"
"Pathway 191","dummy_gene_10952","dummy_gene_10716"
"Pathway 191","dummy_gene_10952","dummy_gene_19498"
"Pathway 191","dummy_gene_10952","dummy_gene_1437"
"Pathway 191","dummy_gene_10952","dummy_gene_1304"
"Pathway 191","dummy_gene_10952","dummy_gene_5846"
"Pathway 191","dummy_gene_10952","dummy_gene_19141"
"Pathway 191","dummy_gene_10952","dummy_gene_14006"
"Pathway 191","dummy_gene_10952","dummy_gene_7963"
"Pathway 191","dummy_gene_10952","dummy_gene_12861"
"Pathway 191","dummy_gene_10952","dummy_gene_1079"
"Pathway 191","dummy_gene_10952","dummy_gene_2201"
"Pathway 191","dummy_gene_10952","dummy_gene_12351"
"Pathway 191","dummy_gene_10952","dummy_gene_8560"
"Pathway 191","dummy_gene_10952","dummy_gene_18787"
"Pathway 191","dummy_gene_10952","dummy_gene_237"
"Pathway 191","dummy_gene_10952","dummy_gene_6990"
"Pathway 191","dummy_gene_10952","dummy_gene_10484"
"Pathway 191","dummy_gene_10952","dummy_gene_11112"
"Pathway 191","dummy_gene_10952","dummy_gene_19590"
"Pathway 191","dummy_gene_10952","dummy_gene_4766"
"Pathway 191","dummy_gene_10952","dummy_gene_1635"
"Pathway 191","dummy_gene_10952","dummy_gene_6647"
"Pathway 191","dummy_gene_10952","dummy_gene_13324"
"Pathway 191","dummy_gene_10952","dummy_gene_18028"
"Pathway 191","dummy_gene_10952","dummy_gene_4214"
"Pathway 191","dummy_gene_10952","dummy_gene_19746"
"Pathway 191","dummy_gene_10952","dummy_gene_10535"
"Pathway 191","dummy_gene_10952","dummy_gene_18362"
"Pathway 191","dummy_gene_10952","dummy_gene_14383"
"Pathway 191","dummy_gene_10952","dummy_gene_14596"
"Pathway 191","dummy_gene_10952","dummy_gene_16119"
"Pathway 191","dummy_gene_10952","dummy_gene_9907"
"Pathway 191","dummy_gene_10952","dummy_gene_9041"
"Pathway 191","dummy_gene_10952","dummy_gene_12625"
"Pathway 191","dummy_gene_10952","dummy_gene_11455"
"Pathway 191","dummy_gene_10952","dummy_gene_8569"
"Pathway 191","dummy_gene_10952","dummy_gene_15869"
"Pathway 191","dummy_gene_10952","dummy_gene_3092"
"Pathway 191","dummy_gene_10952","dummy_gene_9993"
"Pathway 191","dummy_gene_10952","dummy_gene_13412"
"Pathway 191","dummy_gene_10952","dummy_gene_16639"
"Pathway 191","dummy_gene_10952","dummy_gene_19855"
"Pathway 191","dummy_gene_10952","dummy_gene_2120"
"Pathway 191","dummy_gene_10952","dummy_gene_19930"
"Pathway 191","dummy_gene_10952","dummy_gene_1475"
"Pathway 191","dummy_gene_10952","dummy_gene_12787"
"Pathway 191","dummy_gene_10952","dummy_gene_6722"
"Pathway 191","dummy_gene_10952","dummy_gene_13395"
"Pathway 191","dummy_gene_10952","dummy_gene_11121"
"Pathway 191","dummy_gene_10952","dummy_gene_5595"
"Pathway 191","dummy_gene_10952","dummy_gene_3768"
"Pathway 191","dummy_gene_10952","dummy_gene_19233"
"Pathway 191","dummy_gene_10952","dummy_gene_19844"
"Pathway 191","dummy_gene_10952","dummy_gene_13791"
"Pathway 191","dummy_gene_10952","dummy_gene_14791"
"Pathway 191","dummy_gene_10952","dummy_gene_15492"
"Pathway 191","dummy_gene_10952","dummy_gene_10715"
"Pathway 191","dummy_gene_10952","dummy_gene_1764"
"Pathway 191","dummy_gene_10952","dummy_gene_15979"
"Pathway 191","dummy_gene_10952","dummy_gene_13392"
"Pathway 191","dummy_gene_10952","dummy_gene_3900"
"Pathway 191","dummy_gene_10952","dummy_gene_2031"
"Pathway 191","dummy_gene_10952","dummy_gene_10869"
"Pathway 191","dummy_gene_10952","dummy_gene_14727"
"Pathway 191","dummy_gene_10952","dummy_gene_9952"
"Pathway 191","dummy_gene_10952","dummy_gene_2463"
"Pathway 191","dummy_gene_10952","dummy_gene_18770"
"Pathway 191","dummy_gene_10952","dummy_gene_9882"
"Pathway 191","dummy_gene_10952","dummy_gene_18795"
"Pathway 191","dummy_gene_10952","dummy_gene_17677"
"Pathway 191","dummy_gene_10952","dummy_gene_8411"
"Pathway 191","dummy_gene_10952","dummy_gene_19755"
"Pathway 191","dummy_gene_10952","dummy_gene_18526"
"Pathway 191","dummy_gene_10952","dummy_gene_16607"
"Pathway 191","dummy_gene_10952","dummy_gene_2409"
"Pathway 191","dummy_gene_9957","dummy_gene_1295"
"Pathway 191","dummy_gene_9957","dummy_gene_12758"
"Pathway 191","dummy_gene_9957","dummy_gene_13351"
"Pathway 191","dummy_gene_9957","dummy_gene_3502"
"Pathway 191","dummy_gene_9957","dummy_gene_13047"
"Pathway 191","dummy_gene_9957","dummy_gene_4370"
"Pathway 191","dummy_gene_9957","dummy_gene_17433"
"Pathway 191","dummy_gene_9957","dummy_gene_12976"
"Pathway 191","dummy_gene_9957","dummy_gene_658"
"Pathway 191","dummy_gene_9957","dummy_gene_5159"
"Pathway 191","dummy_gene_9957","dummy_gene_825"
"Pathway 191","dummy_gene_9957","dummy_gene_9985"
"Pathway 191","dummy_gene_9957","dummy_gene_3049"
"Pathway 191","dummy_gene_9957","dummy_gene_6969"
"Pathway 191","dummy_gene_9957","dummy_gene_16120"
"Pathway 191","dummy_gene_9957","dummy_gene_14206"
"Pathway 191","dummy_gene_9957","dummy_gene_5728"
"Pathway 191","dummy_gene_9957","dummy_gene_9177"
"Pathway 191","dummy_gene_9957","dummy_gene_14103"
"Pathway 191","dummy_gene_9957","dummy_gene_9746"
"Pathway 191","dummy_gene_9957","dummy_gene_18189"
"Pathway 191","dummy_gene_9957","dummy_gene_66"
"Pathway 191","dummy_gene_9957","dummy_gene_15889"
"Pathway 191","dummy_gene_9957","dummy_gene_5805"
"Pathway 191","dummy_gene_9957","dummy_gene_18968"
"Pathway 191","dummy_gene_9957","dummy_gene_10107"
"Pathway 191","dummy_gene_9957","dummy_gene_16841"
"Pathway 191","dummy_gene_9957","dummy_gene_8071"
"Pathway 191","dummy_gene_9957","dummy_gene_15113"
"Pathway 191","dummy_gene_9957","dummy_gene_15058"
"Pathway 191","dummy_gene_9957","dummy_gene_19708"
"Pathway 191","dummy_gene_9957","dummy_gene_13549"
"Pathway 191","dummy_gene_9957","dummy_gene_13283"
"Pathway 191","dummy_gene_9957","dummy_gene_6925"
"Pathway 191","dummy_gene_9957","dummy_gene_7840"
"Pathway 191","dummy_gene_9957","dummy_gene_4682"
"Pathway 191","dummy_gene_9957","dummy_gene_17296"
"Pathway 191","dummy_gene_9957","dummy_gene_949"
"Pathway 191","dummy_gene_9957","dummy_gene_1226"
"Pathway 191","dummy_gene_9957","dummy_gene_10386"
"Pathway 191","dummy_gene_9957","dummy_gene_4997"
"Pathway 191","dummy_gene_9957","dummy_gene_15999"
"Pathway 191","dummy_gene_9957","dummy_gene_1683"
"Pathway 191","dummy_gene_9957","dummy_gene_10887"
"Pathway 191","dummy_gene_9957","dummy_gene_13369"
"Pathway 191","dummy_gene_9957","dummy_gene_3250"
"Pathway 191","dummy_gene_9957","dummy_gene_1476"
"Pathway 191","dummy_gene_9957","dummy_gene_15359"
"Pathway 191","dummy_gene_9957","dummy_gene_8120"
"Pathway 191","dummy_gene_9957","dummy_gene_10522"
"Pathway 191","dummy_gene_9957","dummy_gene_12130"
"Pathway 191","dummy_gene_9957","dummy_gene_2669"
"Pathway 191","dummy_gene_9957","dummy_gene_19589"
"Pathway 191","dummy_gene_9957","dummy_gene_17643"
"Pathway 191","dummy_gene_9957","dummy_gene_17083"
"Pathway 191","dummy_gene_9957","dummy_gene_18849"
"Pathway 191","dummy_gene_9957","dummy_gene_9479"
"Pathway 191","dummy_gene_9957","dummy_gene_1147"
"Pathway 191","dummy_gene_9957","dummy_gene_16792"
"Pathway 191","dummy_gene_9957","dummy_gene_1018"
"Pathway 191","dummy_gene_9957","dummy_gene_12859"
"Pathway 191","dummy_gene_9957","dummy_gene_12711"
"Pathway 191","dummy_gene_9957","dummy_gene_706"
"Pathway 191","dummy_gene_9957","dummy_gene_1921"
"Pathway 191","dummy_gene_9957","dummy_gene_5506"
"Pathway 191","dummy_gene_9957","dummy_gene_10322"
"Pathway 191","dummy_gene_9957","dummy_gene_18245"
"Pathway 191","dummy_gene_9957","dummy_gene_2601"
"Pathway 191","dummy_gene_9957","dummy_gene_18790"
"Pathway 191","dummy_gene_9957","dummy_gene_13060"
"Pathway 191","dummy_gene_9957","dummy_gene_5799"
"Pathway 191","dummy_gene_9957","dummy_gene_14713"
"Pathway 191","dummy_gene_9957","dummy_gene_9779"
"Pathway 191","dummy_gene_9957","dummy_gene_2632"
"Pathway 191","dummy_gene_9957","dummy_gene_9441"
"Pathway 191","dummy_gene_9957","dummy_gene_12576"
"Pathway 191","dummy_gene_9957","dummy_gene_4088"
"Pathway 191","dummy_gene_9957","dummy_gene_5824"
"Pathway 191","dummy_gene_9957","dummy_gene_10595"
"Pathway 191","dummy_gene_9957","dummy_gene_2274"
"Pathway 191","dummy_gene_9957","dummy_gene_6973"
"Pathway 191","dummy_gene_9957","dummy_gene_8200"
"Pathway 191","dummy_gene_9957","dummy_gene_19471"
"Pathway 191","dummy_gene_9957","dummy_gene_14544"
"Pathway 191","dummy_gene_9957","dummy_gene_6816"
"Pathway 191","dummy_gene_9957","dummy_gene_15583"
"Pathway 191","dummy_gene_9957","dummy_gene_3635"
"Pathway 191","dummy_gene_9957","dummy_gene_15276"
"Pathway 191","dummy_gene_9957","dummy_gene_6315"
"Pathway 191","dummy_gene_9957","dummy_gene_7992"
"Pathway 191","dummy_gene_9957","dummy_gene_1880"
"Pathway 191","dummy_gene_9957","dummy_gene_17946"
"Pathway 191","dummy_gene_9957","dummy_gene_7530"
"Pathway 191","dummy_gene_9957","dummy_gene_13277"
"Pathway 191","dummy_gene_9957","dummy_gene_16124"
"Pathway 191","dummy_gene_9957","dummy_gene_16418"
"Pathway 191","dummy_gene_9957","dummy_gene_16284"
"Pathway 191","dummy_gene_9957","dummy_gene_19121"
"Pathway 191","dummy_gene_9957","dummy_gene_10868"
"Pathway 191","dummy_gene_9957","dummy_gene_2721"
"Pathway 191","dummy_gene_9957","dummy_gene_2664"
"Pathway 191","dummy_gene_9957","dummy_gene_10084"
"Pathway 191","dummy_gene_9957","dummy_gene_18659"
"Pathway 191","dummy_gene_9957","dummy_gene_1823"
"Pathway 191","dummy_gene_9957","dummy_gene_13024"
"Pathway 191","dummy_gene_9957","dummy_gene_439"
"Pathway 191","dummy_gene_9957","dummy_gene_10399"
"Pathway 191","dummy_gene_9957","dummy_gene_75"
"Pathway 191","dummy_gene_9957","dummy_gene_14022"
"Pathway 191","dummy_gene_9957","dummy_gene_6257"
"Pathway 191","dummy_gene_9957","dummy_gene_628"
"Pathway 191","dummy_gene_9957","dummy_gene_14157"
"Pathway 191","dummy_gene_9957","dummy_gene_17451"
"Pathway 191","dummy_gene_9957","dummy_gene_547"
"Pathway 191","dummy_gene_9957","dummy_gene_2145"
"Pathway 191","dummy_gene_9957","dummy_gene_5259"
"Pathway 191","dummy_gene_9957","dummy_gene_3891"
"Pathway 191","dummy_gene_9957","dummy_gene_18543"
"Pathway 191","dummy_gene_9957","dummy_gene_648"
"Pathway 191","dummy_gene_9957","dummy_gene_5747"
"Pathway 191","dummy_gene_9957","dummy_gene_19217"
"Pathway 191","dummy_gene_9957","dummy_gene_2514"
"Pathway 191","dummy_gene_9957","dummy_gene_16821"
"Pathway 191","dummy_gene_9957","dummy_gene_18698"
"Pathway 191","dummy_gene_9957","dummy_gene_3144"
"Pathway 191","dummy_gene_9957","dummy_gene_16964"
"Pathway 191","dummy_gene_9957","dummy_gene_465"
"Pathway 191","dummy_gene_9957","dummy_gene_198"
"Pathway 191","dummy_gene_9957","dummy_gene_10299"
"Pathway 191","dummy_gene_9957","dummy_gene_4277"
"Pathway 191","dummy_gene_9957","dummy_gene_4067"
"Pathway 191","dummy_gene_9957","dummy_gene_17572"
"Pathway 191","dummy_gene_9957","dummy_gene_6247"
"Pathway 191","dummy_gene_9957","dummy_gene_4145"
"Pathway 191","dummy_gene_9957","dummy_gene_14675"
"Pathway 191","dummy_gene_9957","dummy_gene_12793"
"Pathway 191","dummy_gene_9957","dummy_gene_15524"
"Pathway 191","dummy_gene_9957","dummy_gene_17236"
"Pathway 191","dummy_gene_9957","dummy_gene_5839"
"Pathway 191","dummy_gene_9957","dummy_gene_3704"
"Pathway 191","dummy_gene_9957","dummy_gene_13506"
"Pathway 191","dummy_gene_9957","dummy_gene_16670"
"Pathway 191","dummy_gene_9957","dummy_gene_1776"
"Pathway 191","dummy_gene_9957","dummy_gene_14565"
"Pathway 191","dummy_gene_9957","dummy_gene_3113"
"Pathway 191","dummy_gene_9957","dummy_gene_9050"
"Pathway 191","dummy_gene_9957","dummy_gene_4446"
"Pathway 191","dummy_gene_9957","dummy_gene_6634"
"Pathway 191","dummy_gene_9957","dummy_gene_5988"
"Pathway 191","dummy_gene_9957","dummy_gene_9679"
"Pathway 191","dummy_gene_9957","dummy_gene_4276"
"Pathway 191","dummy_gene_9957","dummy_gene_16694"
"Pathway 191","dummy_gene_9957","dummy_gene_10462"
"Pathway 191","dummy_gene_9957","dummy_gene_2949"
"Pathway 191","dummy_gene_9957","dummy_gene_14323"
"Pathway 191","dummy_gene_9957","dummy_gene_7568"
"Pathway 191","dummy_gene_9957","dummy_gene_18350"
"Pathway 191","dummy_gene_9957","dummy_gene_12838"
"Pathway 191","dummy_gene_9957","dummy_gene_7033"
"Pathway 191","dummy_gene_9957","dummy_gene_3717"
"Pathway 191","dummy_gene_9957","dummy_gene_2997"
"Pathway 191","dummy_gene_9957","dummy_gene_1592"
"Pathway 191","dummy_gene_9957","dummy_gene_10584"
"Pathway 191","dummy_gene_9957","dummy_gene_97"
"Pathway 191","dummy_gene_9957","dummy_gene_1264"
"Pathway 191","dummy_gene_9957","dummy_gene_17469"
"Pathway 191","dummy_gene_9957","dummy_gene_18185"
"Pathway 191","dummy_gene_9957","dummy_gene_15537"
"Pathway 191","dummy_gene_9957","dummy_gene_15855"
"Pathway 191","dummy_gene_9957","dummy_gene_16276"
"Pathway 191","dummy_gene_9957","dummy_gene_12647"
"Pathway 191","dummy_gene_9957","dummy_gene_1201"
"Pathway 191","dummy_gene_9957","dummy_gene_10104"
"Pathway 191","dummy_gene_9957","dummy_gene_7947"
"Pathway 191","dummy_gene_9957","dummy_gene_9049"
"Pathway 191","dummy_gene_9957","dummy_gene_7513"
"Pathway 191","dummy_gene_9957","dummy_gene_13239"
"Pathway 191","dummy_gene_9957","dummy_gene_2078"
"Pathway 191","dummy_gene_9957","dummy_gene_7606"
"Pathway 191","dummy_gene_9957","dummy_gene_11056"
"Pathway 191","dummy_gene_9957","dummy_gene_7268"
"Pathway 191","dummy_gene_9957","dummy_gene_17219"
"Pathway 191","dummy_gene_9957","dummy_gene_14720"
"Pathway 191","dummy_gene_9957","dummy_gene_8323"
"Pathway 191","dummy_gene_9957","dummy_gene_3237"
"Pathway 191","dummy_gene_9957","dummy_gene_15813"
"Pathway 191","dummy_gene_9957","dummy_gene_13701"
"Pathway 191","dummy_gene_9957","dummy_gene_5382"
"Pathway 191","dummy_gene_9957","dummy_gene_6786"
"Pathway 191","dummy_gene_9957","dummy_gene_17453"
"Pathway 191","dummy_gene_9957","dummy_gene_8691"
"Pathway 191","dummy_gene_9957","dummy_gene_153"
"Pathway 191","dummy_gene_9957","dummy_gene_3217"
"Pathway 191","dummy_gene_9957","dummy_gene_6547"
"Pathway 191","dummy_gene_9957","dummy_gene_15370"
"Pathway 191","dummy_gene_9957","dummy_gene_11190"
"Pathway 191","dummy_gene_9957","dummy_gene_6781"
"Pathway 191","dummy_gene_9957","dummy_gene_9134"
"Pathway 191","dummy_gene_9957","dummy_gene_13416"
"Pathway 191","dummy_gene_9957","dummy_gene_1712"
"Pathway 191","dummy_gene_9957","dummy_gene_9013"
"Pathway 191","dummy_gene_9957","dummy_gene_6829"
"Pathway 191","dummy_gene_9957","dummy_gene_5253"
"Pathway 191","dummy_gene_9957","dummy_gene_3550"
"Pathway 191","dummy_gene_9957","dummy_gene_19396"
"Pathway 191","dummy_gene_9957","dummy_gene_18456"
"Pathway 191","dummy_gene_9957","dummy_gene_5908"
"Pathway 191","dummy_gene_9957","dummy_gene_7736"
"Pathway 191","dummy_gene_9957","dummy_gene_3654"
"Pathway 191","dummy_gene_9957","dummy_gene_17966"
"Pathway 191","dummy_gene_9957","dummy_gene_7267"
"Pathway 191","dummy_gene_9957","dummy_gene_10099"
"Pathway 191","dummy_gene_9957","dummy_gene_5924"
"Pathway 191","dummy_gene_9957","dummy_gene_4667"
"Pathway 191","dummy_gene_9957","dummy_gene_7732"
"Pathway 191","dummy_gene_9957","dummy_gene_18475"
"Pathway 191","dummy_gene_9957","dummy_gene_2568"
"Pathway 191","dummy_gene_9957","dummy_gene_3525"
"Pathway 191","dummy_gene_9957","dummy_gene_6706"
"Pathway 191","dummy_gene_9957","dummy_gene_10224"
"Pathway 191","dummy_gene_9957","dummy_gene_1480"
"Pathway 191","dummy_gene_9957","dummy_gene_9893"
"Pathway 191","dummy_gene_9957","dummy_gene_13442"
"Pathway 191","dummy_gene_9957","dummy_gene_14564"
"Pathway 191","dummy_gene_9957","dummy_gene_7454"
"Pathway 191","dummy_gene_9957","dummy_gene_15760"
"Pathway 191","dummy_gene_9957","dummy_gene_6480"
"Pathway 191","dummy_gene_9957","dummy_gene_6296"
"Pathway 191","dummy_gene_9957","dummy_gene_17978"
"Pathway 191","dummy_gene_9957","dummy_gene_15112"
"Pathway 191","dummy_gene_9957","dummy_gene_7812"
"Pathway 191","dummy_gene_9957","dummy_gene_7787"
"Pathway 191","dummy_gene_9957","dummy_gene_1858"
"Pathway 191","dummy_gene_9957","dummy_gene_8205"
"Pathway 191","dummy_gene_9957","dummy_gene_4202"
"Pathway 191","dummy_gene_9957","dummy_gene_15746"
"Pathway 191","dummy_gene_9957","dummy_gene_15273"
"Pathway 191","dummy_gene_9957","dummy_gene_9832"
"Pathway 191","dummy_gene_9957","dummy_gene_8553"
"Pathway 191","dummy_gene_9957","dummy_gene_13186"
"Pathway 191","dummy_gene_9957","dummy_gene_18810"
"Pathway 191","dummy_gene_9957","dummy_gene_13290"
"Pathway 191","dummy_gene_9957","dummy_gene_9256"
"Pathway 191","dummy_gene_9957","dummy_gene_4443"
"Pathway 191","dummy_gene_9957","dummy_gene_10577"
"Pathway 191","dummy_gene_9957","dummy_gene_9406"
"Pathway 191","dummy_gene_9957","dummy_gene_13006"
"Pathway 191","dummy_gene_9957","dummy_gene_1082"
"Pathway 191","dummy_gene_9957","dummy_gene_4722"
"Pathway 191","dummy_gene_9957","dummy_gene_6348"
"Pathway 191","dummy_gene_9957","dummy_gene_19354"
"Pathway 191","dummy_gene_9957","dummy_gene_7254"
"Pathway 191","dummy_gene_9957","dummy_gene_6249"
"Pathway 191","dummy_gene_9957","dummy_gene_17629"
"Pathway 191","dummy_gene_9957","dummy_gene_11127"
"Pathway 191","dummy_gene_9957","dummy_gene_16269"
"Pathway 191","dummy_gene_9957","dummy_gene_17807"
"Pathway 191","dummy_gene_9957","dummy_gene_1721"
"Pathway 191","dummy_gene_9957","dummy_gene_14368"
"Pathway 191","dummy_gene_9957","dummy_gene_16807"
"Pathway 191","dummy_gene_9957","dummy_gene_957"
"Pathway 191","dummy_gene_9957","dummy_gene_10811"
"Pathway 191","dummy_gene_9957","dummy_gene_10258"
"Pathway 191","dummy_gene_9957","dummy_gene_4169"
"Pathway 191","dummy_gene_9957","dummy_gene_6837"
"Pathway 191","dummy_gene_9957","dummy_gene_13975"
"Pathway 191","dummy_gene_9957","dummy_gene_2206"
"Pathway 191","dummy_gene_9957","dummy_gene_6293"
"Pathway 191","dummy_gene_9957","dummy_gene_829"
"Pathway 191","dummy_gene_9957","dummy_gene_202"
"Pathway 191","dummy_gene_9957","dummy_gene_60"
"Pathway 191","dummy_gene_9957","dummy_gene_7730"
"Pathway 191","dummy_gene_9957","dummy_gene_4237"
"Pathway 191","dummy_gene_9957","dummy_gene_18507"
"Pathway 191","dummy_gene_9957","dummy_gene_15690"
"Pathway 191","dummy_gene_9957","dummy_gene_4828"
"Pathway 191","dummy_gene_9957","dummy_gene_1978"
"Pathway 191","dummy_gene_9957","dummy_gene_16588"
"Pathway 191","dummy_gene_9957","dummy_gene_2663"
"Pathway 191","dummy_gene_9957","dummy_gene_12001"
"Pathway 191","dummy_gene_9957","dummy_gene_10499"
"Pathway 191","dummy_gene_9957","dummy_gene_2149"
"Pathway 191","dummy_gene_9957","dummy_gene_8730"
"Pathway 191","dummy_gene_9957","dummy_gene_10901"
"Pathway 191","dummy_gene_9957","dummy_gene_19265"
"Pathway 191","dummy_gene_9957","dummy_gene_9495"
"Pathway 191","dummy_gene_9957","dummy_gene_4985"
"Pathway 191","dummy_gene_9957","dummy_gene_15831"
"Pathway 191","dummy_gene_9957","dummy_gene_16313"
"Pathway 191","dummy_gene_9957","dummy_gene_2401"
"Pathway 191","dummy_gene_9957","dummy_gene_12283"
"Pathway 191","dummy_gene_9957","dummy_gene_5843"
"Pathway 191","dummy_gene_9957","dummy_gene_16630"
"Pathway 191","dummy_gene_9957","dummy_gene_12704"
"Pathway 191","dummy_gene_9957","dummy_gene_3565"
"Pathway 191","dummy_gene_9957","dummy_gene_17994"
"Pathway 191","dummy_gene_9957","dummy_gene_9071"
"Pathway 191","dummy_gene_9957","dummy_gene_14216"
"Pathway 191","dummy_gene_9957","dummy_gene_16717"
"Pathway 191","dummy_gene_9957","dummy_gene_17736"
"Pathway 191","dummy_gene_9957","dummy_gene_12409"
"Pathway 191","dummy_gene_9957","dummy_gene_11417"
"Pathway 191","dummy_gene_9957","dummy_gene_2797"
"Pathway 191","dummy_gene_9957","dummy_gene_17781"
"Pathway 191","dummy_gene_9957","dummy_gene_11044"
"Pathway 191","dummy_gene_9957","dummy_gene_18704"
"Pathway 191","dummy_gene_9957","dummy_gene_12790"
"Pathway 191","dummy_gene_9957","dummy_gene_9635"
"Pathway 191","dummy_gene_9957","dummy_gene_19641"
"Pathway 191","dummy_gene_9957","dummy_gene_466"
"Pathway 191","dummy_gene_9957","dummy_gene_5873"
"Pathway 191","dummy_gene_9957","dummy_gene_7918"
"Pathway 191","dummy_gene_9957","dummy_gene_2382"
"Pathway 191","dummy_gene_9957","dummy_gene_17240"
"Pathway 191","dummy_gene_9957","dummy_gene_3339"
"Pathway 191","dummy_gene_9957","dummy_gene_8067"
"Pathway 191","dummy_gene_9957","dummy_gene_13484"
"Pathway 191","dummy_gene_9957","dummy_gene_1928"
"Pathway 191","dummy_gene_9957","dummy_gene_13699"
"Pathway 191","dummy_gene_9957","dummy_gene_19617"
"Pathway 191","dummy_gene_9957","dummy_gene_5543"
"Pathway 191","dummy_gene_9957","dummy_gene_7746"
"Pathway 191","dummy_gene_9957","dummy_gene_12011"
"Pathway 191","dummy_gene_9957","dummy_gene_13291"
"Pathway 191","dummy_gene_9957","dummy_gene_7197"
"Pathway 191","dummy_gene_9957","dummy_gene_2835"
"Pathway 191","dummy_gene_9957","dummy_gene_3997"
"Pathway 191","dummy_gene_9957","dummy_gene_1653"
"Pathway 191","dummy_gene_9957","dummy_gene_5376"
"Pathway 191","dummy_gene_9957","dummy_gene_10716"
"Pathway 191","dummy_gene_9957","dummy_gene_19498"
"Pathway 191","dummy_gene_9957","dummy_gene_1437"
"Pathway 191","dummy_gene_9957","dummy_gene_1304"
"Pathway 191","dummy_gene_9957","dummy_gene_5846"
"Pathway 191","dummy_gene_9957","dummy_gene_19141"
"Pathway 191","dummy_gene_9957","dummy_gene_14006"
"Pathway 191","dummy_gene_9957","dummy_gene_7963"
"Pathway 191","dummy_gene_9957","dummy_gene_12861"
"Pathway 191","dummy_gene_9957","dummy_gene_1079"
"Pathway 191","dummy_gene_9957","dummy_gene_2201"
"Pathway 191","dummy_gene_9957","dummy_gene_12351"
"Pathway 191","dummy_gene_9957","dummy_gene_8560"
"Pathway 191","dummy_gene_9957","dummy_gene_18787"
"Pathway 191","dummy_gene_9957","dummy_gene_237"
"Pathway 191","dummy_gene_9957","dummy_gene_6990"
"Pathway 191","dummy_gene_9957","dummy_gene_10484"
"Pathway 191","dummy_gene_9957","dummy_gene_11112"
"Pathway 191","dummy_gene_9957","dummy_gene_19590"
"Pathway 191","dummy_gene_9957","dummy_gene_4766"
"Pathway 191","dummy_gene_9957","dummy_gene_1635"
"Pathway 191","dummy_gene_9957","dummy_gene_6647"
"Pathway 191","dummy_gene_9957","dummy_gene_13324"
"Pathway 191","dummy_gene_9957","dummy_gene_18028"
"Pathway 191","dummy_gene_9957","dummy_gene_4214"
"Pathway 191","dummy_gene_9957","dummy_gene_19746"
"Pathway 191","dummy_gene_9957","dummy_gene_10535"
"Pathway 191","dummy_gene_9957","dummy_gene_18362"
"Pathway 191","dummy_gene_9957","dummy_gene_14383"
"Pathway 191","dummy_gene_9957","dummy_gene_14596"
"Pathway 191","dummy_gene_9957","dummy_gene_16119"
"Pathway 191","dummy_gene_9957","dummy_gene_9907"
"Pathway 191","dummy_gene_9957","dummy_gene_9041"
"Pathway 191","dummy_gene_9957","dummy_gene_12625"
"Pathway 191","dummy_gene_9957","dummy_gene_11455"
"Pathway 191","dummy_gene_9957","dummy_gene_8569"
"Pathway 191","dummy_gene_9957","dummy_gene_15869"
"Pathway 191","dummy_gene_9957","dummy_gene_3092"
"Pathway 191","dummy_gene_9957","dummy_gene_9993"
"Pathway 191","dummy_gene_9957","dummy_gene_13412"
"Pathway 191","dummy_gene_9957","dummy_gene_16639"
"Pathway 191","dummy_gene_9957","dummy_gene_19855"
"Pathway 191","dummy_gene_9957","dummy_gene_2120"
"Pathway 191","dummy_gene_9957","dummy_gene_19930"
